iter	Logloss
178	0.5168040523
179	0.5164918671
180	0.5162295432
181	0.5157173095
182	0.5153545155
183	0.514937027
184	0.5144721126
185	0.51415359
186	0.5138269264
187	0.513496168
188	0.5130565032
189	0.5126874896
190	0.512448128
191	0.5119885434
192	0.5117495247
193	0.5113474355
194	0.5108994948
195	0.5103385103
196	0.5101134756
197	0.5098435773
198	0.5095967687
199	0.509397697
200	0.5090501418
201	0.5087351881
202	0.5083883802
203	0.5079526967
204	0.5076790203
205	0.5073055739
206	0.5070807104
207	0.5067675983
208	0.5064128814
209	0.5059895187
210	0.5056866758
211	0.5055053199
212	0.5050995823
213	0.5048276961
214	0.504372652
215	0.5040371018
216	0.5037045789
217	0.5034844796
218	0.5030727174
219	0.5025287612
220	0.502216385
221	0.5019338126
222	0.5016271047
223	0.5011052835
224	0.5006877124
225	0.5002719996
226	0.4999111753
227	0.4994598982
228	0.4987802267
229	0.4983865257
230	0.4977257865
231	0.4972947813
232	0.4969935247
233	0.4965333852
234	0.4961724595
235	0.4957588505
236	0.4955165189
237	0.4951305383
238	0.4948789928
239	0.4944973182
240	0.4941389021
241	0.4939200011
242	0.493653759
243	0.4933136482
244	0.4929725598
245	0.4926527718
246	0.4922842172
247	0.4919100431
248	0.49153966
249	0.4912082774
250	0.4910252468
251	0.4907054581
252	0.4904772122
253	0.4901524237
254	0.4897028756
255	0.489376331
256	0.488985479
257	0.4887291877
258	0.4882653173
259	0.4879061595
260	0.4876131314
261	0.4870780451
262	0.4868548783
263	0.4864373664
264	0.4861642287
265	0.4858529752
266	0.4855837867
267	0.4851558176
268	0.4845756156
269	0.4842627057
270	0.4840322569
271	0.4838353752
272	0.483328937
273	0.4831053953
274	0.4827848555
275	0.4824028021
276	0.4819857715
277	0.4816522031
278	0.4813946797
279	0.4811873569
280	0.4807942965
281	0.4805365028
282	0.4802113734
283	0.4798249301
284	0.4796241368
285	0.4790904612
286	0.478815285
287	0.4786296134
288	0.4781071503
289	0.4776961597
290	0.477485752
291	0.4772400134
292	0.4771202612
293	0.4765344282
294	0.4761686766
295	0.475877186
296	0.4754473888
297	0.4751686965
298	0.4749384385
299	0.4747168864
300	0.474327289
301	0.4738686074
302	0.4736361872
303	0.473190018
304	0.4728079215
305	0.4725492289
306	0.4721908336
307	0.4716800086
308	0.4714689202
309	0.4711198435
310	0.4706982125
311	0.4704000603
312	0.4701164055
313	0.4698407467
314	0.4693291942
315	0.4690060083
316	0.4686443077
317	0.4680465725
318	0.4677943622
319	0.4675396175
320	0.4672529864
321	0.466815472
322	0.4662165067
323	0.4660102768
324	0.4658226398
325	0.4654142798
326	0.4651705735
327	0.4647559434
328	0.4645259958
329	0.4640934903
330	0.4637431579
331	0.4634891637
332	0.4630293105
333	0.4625120779
334	0.4624031603
335	0.4623304577
336	0.462117582
337	0.4619176947
338	0.4615433928
339	0.4610339379
340	0.460748709
341	0.4605275867
342	0.4602192427
343	0.4599974556
344	0.459810827
345	0.4595452482
346	0.4592815319
347	0.4589810219
348	0.4585866831
349	0.4583892957
350	0.4579891847
351	0.457653857
352	0.4571788542
353	0.4569458837
354	0.4566449674
355	0.4563996897
356	0.4557770887
357	0.4554952555
358	0.4550731941
359	0.4548118716
360	0.4545802514
361	0.4542699445
362	0.4540758719
363	0.4538406039
364	0.4535112673
365	0.4532294231
366	0.4529252416
367	0.4527040204
368	0.4522725195
369	0.4518092383
370	0.45165256
371	0.4511899805
372	0.4508471252
373	0.4506890609
374	0.4503462055
375	0.4499856176
376	0.4496653172
377	0.4494346235
378	0.4489195971
379	0.4486680092
380	0.4483217406
381	0.4477676781
382	0.4475027995
383	0.4472645292
384	0.4470815021
385	0.446702321
386	0.4464902017
387	0.4462621098
388	0.446022716
389	0.4457652125
390	0.4453672894
391	0.4451064326
392	0.4448788797
393	0.4446559992
394	0.4444109566
395	0.4441138704
396	0.4439395059
397	0.4436663156
398	0.4433662037
399	0.443022215
400	0.4427632718
401	0.4423506662
402	0.4421571904
403	0.4418743648
404	0.4415364367
405	0.4413015797
406	0.4412521252
407	0.4410157574
408	0.4407166608
409	0.4403486937
410	0.440010907
411	0.4397867009
412	0.4393450183
413	0.4391005088
414	0.4388665344
415	0.4384617124
416	0.4382417
417	0.4378781063
418	0.4376735743
419	0.4373730752
420	0.4369218257
421	0.4364671585
422	0.4361184379
423	0.4358868035
424	0.4353878635
425	0.4352202891
426	0.4350208103
427	0.4346824154
428	0.4343204871
429	0.4339328928
430	0.4336900872
431	0.4334697876
432	0.4329027356
433	0.4326704795
434	0.4322447836
435	0.4319735555
436	0.4318434912
437	0.4316316274
438	0.4314469246
439	0.4313333508
440	0.4309950748
441	0.4307418632
442	0.4304347804
443	0.4301833026
444	0.4299284652
445	0.429283248
446	0.4289503526
447	0.4288264805
448	0.4284903254
449	0.4283116254
450	0.4281415486
451	0.4277623107
452	0.4275405502
453	0.4272191898
454	0.4269485878
455	0.4264700601
456	0.4259978275
457	0.4256617367
458	0.4254498333
459	0.4250535219
460	0.4247504873
461	0.4245164465
462	0.4242102843
463	0.4237254954
464	0.4235378242
465	0.4232889913
466	0.4229585851
467	0.4227548731
468	0.4226345721
469	0.4223908979
470	0.4219781678
471	0.4217450571
472	0.4215922744
473	0.4211771706
474	0.420803612
475	0.4206413822
476	0.4204211334
477	0.4202001743
478	0.419931085
479	0.4195719391
480	0.4192089453
481	0.4190358243
482	0.4187637135
483	0.4182428169
484	0.4179085441
485	0.4175924647
486	0.4173282279
487	0.4169265976
488	0.4166109427
489	0.4163972054
490	0.4161703737
491	0.4160114236
492	0.415642135
493	0.4153368903
494	0.4151106988
495	0.4148853467
496	0.4146813095
497	0.4144936954
498	0.4141993968
499	0.4140111551
500	0.4137741159
501	0.4135897803
502	0.4133232731
503	0.4131215188
504	0.4128969821
505	0.4125874518
506	0.4120808136
507	0.4116227167
508	0.4114981372
509	0.4110414278
510	0.4107089838
511	0.4104219775
512	0.4101549171
513	0.4097993441
514	0.4097201778
515	0.409391411
516	0.4091061251
517	0.408732188
518	0.4085662702
519	0.4083085486
520	0.4080641765
521	0.4077747166
522	0.4076774718
523	0.4072239214
524	0.4070413221
525	0.4067706376
526	0.4063901629
527	0.4059327649
528	0.4057631567
529	0.4054276151
530	0.4052231288
531	0.4047733716
532	0.4044662061
533	0.4041482949
534	0.4038520121
535	0.4034335826
536	0.4031412664
537	0.4027972416
538	0.4024022731
539	0.4020925149
540	0.4018303984
541	0.4015960992
542	0.4011944545
543	0.4009777618
544	0.4006792583
545	0.4002294685
546	0.3998654922
547	0.3995132695
548	0.3991909335
549	0.398954769
550	0.3986318144
551	0.3982548261
552	0.3977779897
553	0.3975370619
554	0.3973653174
555	0.3971821301
556	0.3968656017
557	0.3966168606
558	0.3964461345
559	0.3962578073
560	0.3960936814
561	0.3959306189
562	0.395619455
563	0.3952805945
564	0.3949926781
565	0.3947070561
566	0.3943643497
567	0.3939614557
568	0.3937785578
569	0.3932913052
570	0.3930014154
571	0.3927429316
572	0.3922562996
573	0.3920925086
574	0.3919040047
575	0.391455867
576	0.3912841279
577	0.3911043525
578	0.3909726417
579	0.3904922751
580	0.3902542231
581	0.3897509446
582	0.3894619071
583	0.3892789428
584	0.3891206291
585	0.3888421554
586	0.3886138021
587	0.3883344307
588	0.3879815501
589	0.387647876
590	0.3875420666
591	0.3871175422
592	0.3869036909
593	0.386571745
594	0.3863198008
595	0.3860630028
596	0.3856962331
597	0.3852820458
598	0.3850267648
599	0.384796243
600	0.3845893796
601	0.3842648872
602	0.3840242581
603	0.3837797009
604	0.3834761892
605	0.383135085
606	0.382892183
607	0.3825589384
608	0.3820803483
609	0.3817994834
610	0.3814036242
611	0.3810654873
612	0.3807641339
613	0.3803470519
614	0.3799173901
615	0.3797144151
616	0.3795212744
617	0.3792002504
618	0.3790156699
619	0.3788072432
620	0.3783965793
621	0.3780979914
622	0.3779260233
623	0.3778079898
624	0.377491463
625	0.3771699013
626	0.3767408432
627	0.3764900074
628	0.3763612283
629	0.3761316808
630	0.3759275591
631	0.3756588943
632	0.3753986632
633	0.3751867043
634	0.3748539449
635	0.3746055986
636	0.3742797815
637	0.3739920306
638	0.3737253545
639	0.3735312396
640	0.3732728983
641	0.3730466429
642	0.3726758003
643	0.3725591577
644	0.3722766902
645	0.3719841782
646	0.3717269914
647	0.3715123594
648	0.3713270975
649	0.3711906995
650	0.3709904014
651	0.37086737
652	0.3705235182
653	0.3703119409
654	0.3701020903
655	0.3698847625
656	0.3696360261
657	0.3693913472
658	0.369148491
659	0.3690189083
660	0.368772749
661	0.3683972774
662	0.3682289847
663	0.3677849276
664	0.3676195281
665	0.3673930226
666	0.3670995007
667	0.3669748129
668	0.3667682641
669	0.3665427673
670	0.3663209714
671	0.3660407027
672	0.3658824794
673	0.3655730333
674	0.3654678811
675	0.3651003572
676	0.3648418975
677	0.3646971655
678	0.3645818649
679	0.3643139624
680	0.3641035203
681	0.3638352865
682	0.3633835769
683	0.3630585519
684	0.3629594051
685	0.3627756488
686	0.3625644412
687	0.3624565146
688	0.3621304742
689	0.3618364217
690	0.3615763166
691	0.361423819
692	0.3612509819
693	0.3611359713
694	0.3607557014
695	0.3604943638
696	0.3602819723
697	0.36008945
698	0.359881033
699	0.3595856169
700	0.3591697234
701	0.3588898313
702	0.3585056354
703	0.3581504669
704	0.3578835392
705	0.3576098812
706	0.3573988091
707	0.3569157298
708	0.3567972977
709	0.3565090485
710	0.3563119197
711	0.3560261895
712	0.3559154588
713	0.3557078898
714	0.3553613931
715	0.3550907853
716	0.3548112918
717	0.3546695186
718	0.3545081865
719	0.3542471359
720	0.3541070476
721	0.3537540733
722	0.3533406401
723	0.3531751369
724	0.3529516771
725	0.3527168156
726	0.3523409938
727	0.3519588405
728	0.3516435269
729	0.3513552076
730	0.3511459086
731	0.3510034864
732	0.3508118019
733	0.350532036
734	0.3501237055
735	0.3499302502
736	0.3497174988
737	0.3494450253
738	0.349246313
739	0.3490540975
740	0.348768483
741	0.3483761201
742	0.3480959181
743	0.3479496405
744	0.3477557478
745	0.3474957585
746	0.3472385457
747	0.3470319856
748	0.3467951695
749	0.3464431483
750	0.3460912097
751	0.3456742923
752	0.3455591377
753	0.3453236867
754	0.3450880311
755	0.3448030268
756	0.3444221323
757	0.3443009993
758	0.3441085256
759	0.3439954368
760	0.3438259365
761	0.3435973518
762	0.3432835627
763	0.3429448528
764	0.3427299712
765	0.3424425198
766	0.3422585991
767	0.3418754973
768	0.3417829077
769	0.3415372005
770	0.3413279429
771	0.3412202455
772	0.3410552278
773	0.3407170047
774	0.3404317691
775	0.3401939605
776	0.3398645185
777	0.3397468488
778	0.3394838494
779	0.3393412707
780	0.339123215
781	0.3387562521
782	0.3385809564
783	0.3381695117
784	0.3379883117
785	0.3376722447
786	0.3374826974
787	0.3373394637
788	0.3370517617
789	0.3368257432
790	0.3365161154
791	0.3361524386
792	0.3357714006
793	0.3355794055
794	0.335368334
795	0.3350537649
796	0.3348732718
797	0.3347201349
798	0.3344549456
799	0.3341620833
800	0.3339449122
801	0.3337032826
802	0.3334971075
803	0.3332115637
804	0.3328343588
805	0.3325449385
806	0.3322465676
807	0.3320764345
808	0.3318936447
809	0.3316580449
810	0.3313698383
811	0.3310433858
812	0.330838811
813	0.3306780322
814	0.3305079227
815	0.330174068
816	0.3299854679
817	0.3296363594
818	0.3293804034
819	0.3290442092
820	0.3289544727
821	0.328732944
822	0.3284351456
823	0.328197747
824	0.3279243562
825	0.327872968
826	0.3276801336
827	0.3273205339
828	0.3269171169
829	0.3267358409
830	0.3265002372
831	0.3262628638
832	0.3260214309
833	0.3256312474
834	0.3254589491
835	0.325264579
836	0.3250851823
837	0.3248357104
838	0.3244656098
839	0.324302009
840	0.3241468954
841	0.3239667847
842	0.3238840093
843	0.3236518399
844	0.3233753384
845	0.3231256521
846	0.3227993114
847	0.3224552059
848	0.3222015982
849	0.3220575437
850	0.3218337714
851	0.3215372069
852	0.3210663543
853	0.3208990836
854	0.3206801101
855	0.3204876065
856	0.3202495689
857	0.3199900071
858	0.3197681306
859	0.3196035067
860	0.3193942976
861	0.319131549
862	0.3189184157
863	0.3187562547
864	0.3185982898
865	0.3182216004
866	0.3179943951
867	0.3176385596
868	0.3174346185
869	0.3171838071
870	0.3169789112
871	0.3168528454
872	0.3166445541
873	0.3163368649
874	0.3160232596
875	0.3157465552
876	0.3155541878
877	0.3153998259
878	0.3150719869
879	0.3148811609
880	0.3146342968
881	0.3144254026
882	0.3141203257
883	0.3137883102
884	0.3136354413
885	0.3134227275
886	0.3131033862
887	0.3129506089
888	0.3127266244
889	0.3125849514
890	0.3122636733
891	0.312131597
892	0.3119514376
893	0.3117526221
894	0.3115626
895	0.3112707296
896	0.3110224291
897	0.3107105638
898	0.3104320975
899	0.3101120223
900	0.3099063562
901	0.3097590383
902	0.3095381032
903	0.3093839805
904	0.3091519427
905	0.3090187928
906	0.3088602161
907	0.3086757548
908	0.3084535806
909	0.3083066857
910	0.3081104357
911	0.3079084447
912	0.3077215026
913	0.3075644297
914	0.3073694778
915	0.3071499285
916	0.306951686
917	0.306672509
918	0.3064005738
919	0.3061734513
920	0.3058433275
921	0.3055743699
922	0.305306171
923	0.3051678197
924	0.3049539702
925	0.3046742232
926	0.3045608104
927	0.3043460035
928	0.3041347891
929	0.3038567243
930	0.3037272026
931	0.3035277292
932	0.3033160863
933	0.3030625504
934	0.3028624845
935	0.3025917039
936	0.3024528252
937	0.3021835997
938	0.3020181579
939	0.3016641043
940	0.3014182925
941	0.3011149548
942	0.3009071823
943	0.3007594598
944	0.3005766367
945	0.3004376661
946	0.3001762562
947	0.3000499848
948	0.2999089193
949	0.2997530466
950	0.2995058057
951	0.299258131
952	0.2990329924
953	0.2988802303
954	0.2986553427
955	0.2986006884
956	0.2983686068
957	0.2981631077
958	0.2979922353
959	0.2977290498
960	0.2975512472
961	0.2973675556
962	0.2972741202
963	0.297121291
964	0.2968297529
965	0.2966598092
966	0.296482448
967	0.2962490069
968	0.2960814849
969	0.2959083889
970	0.295647399
971	0.2954075212
972	0.2950979445
973	0.2949128499
974	0.2947661163
975	0.2945708887
976	0.2943411738
977	0.2940779945
978	0.2938645169
979	0.2936365198
980	0.2934336942
981	0.2933244175
982	0.2930407183
983	0.292913627
984	0.2927019451
985	0.2924254634
986	0.2923100385
987	0.292100044
988	0.2919544948
989	0.2918492915
990	0.2916858172
991	0.2915571224
992	0.291387642
993	0.2911699256
994	0.2909895473
995	0.2907434886
996	0.2906756302
997	0.2905482739
998	0.2902738781
999	0.2901284068
